pl_name,hostname,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassprov,sy_dist,disc_facility
"Kepler-1354 b","Kepler-1354",0.02870000,,,"M-R relationship",1119.45000000,"Kepler"
"HD 100546 b","HD 100546",8.50000000,4.00000000,-4.00000000,"Mass",109.67700000,"Paranal Observatory"
"HD 158996 b","HD 158996",14.00000000,2.30000000,-2.30000000,"Msini",283.65900000,"Bohyunsan Optical Astronomical Observatory"
"Kepler-610 b","Kepler-610",0.05140000,,,"M-R relationship",845.82400000,"Kepler"
"Kepler-1053 b","Kepler-1053",0.00284000,,,"M-R relationship",151.12900000,"Kepler"
"Kepler-1932 b","Kepler-1932",0.00914000,,,"M-R relationship",713.73300000,"Kepler"
"Kepler-340 c","Kepler-340",0.03550000,,,"M-R relationship",808.76200000,"Kepler"
"Kepler-940 b","Kepler-940",0.03500000,,,"M-R relationship",1260.78000000,"Kepler"
"Kepler-524 c","Kepler-524",0.00264000,,,"M-R relationship",1058.24000000,"Kepler"
"Kepler-534 c","Kepler-534",0.00637000,,,"M-R relationship",570.65900000,"Kepler"
"Kepler-647 b","Kepler-647",0.00537000,,,"M-R relationship",1087.87000000,"Kepler"
"GJ 317 c","GJ 317",1.43000000,0.05800000,-0.05500000,"Msini",15.19680000,"W. M. Keck Observatory"
"Kepler-130 b","Kepler-130",0.00328000,,,"M-R relationship",316.66300000,"Kepler"
"Kepler-1955 b","Kepler-1955",0.00531000,,,"M-R relationship",449.35100000,"Kepler"
"K2-154 b","K2-154",0.01450000,,,"M-R relationship",129.35600000,"K2"
"Kepler-1869 c","Kepler-1869",0.00104000,,,"M-R relationship",113.02500000,"Kepler"
"Kepler-537 b","Kepler-537",0.00809000,,,"M-R relationship",439.40000000,"Kepler"
"Kepler-1546 b","Kepler-1546",0.03130000,,,"M-R relationship",931.95600000,"Kepler"
"HD 106515 A b","HD 106515 A",18.90000000,1.50000000,-1.40000000,"Mass",34.09150000,"La Silla Observatory"
"Kepler-1030 b","Kepler-1030",0.02110000,,,"M-R relationship",758.70200000,"Kepler"
"TOI-125 d","TOI-125",0.04279017,0.00377560,-0.00377560,"Mass",111.05900000,"Transiting Exoplanet Survey Satellite (TESS)"
"HATS-13 b","HATS-13",0.54300000,0.07200000,-0.07200000,"Mass",421.85500000,"HATSouth"
"WASP-47 e","WASP-47",0.02831717,0.00188781,-0.00125854,"Mass",264.78000000,"K2"
"TOI-4379 b","TOI-4379",1.11300000,0.07100000,-0.07100000,"Mass",645.15800000,"Transiting Exoplanet Survey Satellite (TESS)"
"K2-28 b","K2-28",0.01890000,,,"M-R relationship",62.99690000,"K2"
"TOI-500 d","TOI-500",0.10420717,0.00276879,-0.00276879,"Msini",47.39240000,"La Silla Observatory"
"HD 155918 b","HD 155918",0.02400000,0.00300000,-0.00400000,"Msini",27.56100000,"Multiple Observatories"
"Kepler-1866 b","Kepler-1866",0.01570000,,,"M-R relationship",976.73700000,"Kepler"
"TOI-4582 b","TOI-4582",0.53000000,0.05000000,-0.05000000,"Mass",383.84600000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-2274 b","TOI-2274",0.02070000,,,"M-R relationship",48.87600000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-1751 b","TOI-1751",0.06135386,0.01101223,-0.01069760,"Mass",113.33500000,"Transiting Exoplanet Survey Satellite (TESS)"
"HATS-67 b","HATS-67",1.45000000,0.12000000,-0.12000000,"Mass",960.10900000,"HATSouth"
"TOI-4145 A b","TOI-4145 A",0.43000000,0.13000000,-0.13000000,"Mass",205.38700000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-1180 b","TOI-1180",0.03146352,0.01667566,-0.01699030,"Mass",72.02380000,"Transiting Exoplanet Survey Satellite (TESS)"
"WASP-178 b","WASP-178",1.66000000,0.12000000,-0.12000000,"Mass",427.67800000,"WASP-South"
"HD 25463 b","HD 25463",0.02737326,0.00849515,-0.00818051,"Mass",45.61810000,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-1990 b","Kepler-1990",0.03380000,,,"M-R relationship",392.73900000,"Kepler"
"Kepler-633 c","Kepler-633",0.01850000,,,"M-R relationship",680.54000000,"Kepler"
"KMT-2021-BLG-0240L b","KMT-2021-BLG-0240L",0.21000000,0.12000000,-0.11000000,"Mass",6600.00000000,"KMTNet"
"Kepler-397 c","Kepler-397",0.09950000,,,"M-R relationship",969.00000000,"Kepler"
"Kepler-781 b","Kepler-781",0.02740000,,,"M-R relationship",1064.47000000,"Kepler"
"Kepler-1021 b","Kepler-1021",0.01900000,,,"M-R relationship",810.08200000,"Kepler"
"TOI-5592 b","TOI-5592",0.89900000,0.07000000,-0.06900000,"Mass",597.02600000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-1338 c","TOI-1338 A",0.23723493,0.01258541,-0.01132687,"Mass",399.01700000,"Multiple Observatories"
"K2-232 b","K2-232",0.39800000,0.03700000,-0.03700000,"Mass",130.72000000,"K2"
"TRAPPIST-1 c","TRAPPIST-1",0.00411543,0.00017620,-0.00017620,"Mass",12.42988881,"La Silla Observatory"
"Kepler-1952 b","Kepler-1952",0.00650000,,,"M-R relationship",852.06200000,"Kepler"
"Kepler-216 c","Kepler-216",0.02980000,,,"M-R relationship",1187.47000000,"Kepler"
"HD 153950 b","HD 153950",2.95000000,0.29000000,-0.29000000,"Msini",48.45490000,"La Silla Observatory"
"Kepler-1431 b","Kepler-1431",0.00869000,,,"M-R relationship",1623.24000000,"Kepler"
"GJ 806 c","GJ 806",0.01824884,0.00094391,-0.00094391,"Msini",12.04450000,"Multiple Observatories"
"WASP-42 b","WASP-42",0.52700000,0.02800000,-0.02800000,"Mass",177.29100000,"SuperWASP"
"TOI-1775 b","TOI-1775",0.30204978,0.04719528,-0.04719528,"Mass",149.23400000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-2796 b","TOI-2796",0.44000000,0.10000000,-0.11000000,"Mass",350.34300000,"Transiting Exoplanet Survey Satellite (TESS)"
"HD 28109 b","HD 28109",0.01950738,0.00503416,-0.00503416,"Mass",139.61100000,"Transiting Exoplanet Survey Satellite (TESS)"
"GJ 849 b","GJ 849",0.89300000,0.09400000,-0.09700000,"Msini",8.80058000,"W. M. Keck Observatory"
"Kepler-347 b","Kepler-347",0.01430000,,,"M-R relationship",1298.88000000,"Kepler"
"HATS-31 b","HATS-31",0.88000000,0.12000000,-0.12000000,"Mass",773.97400000,"HATSouth"
"TOI-2427 b","TOI-2427",0.01230000,,,"M-R relationship",28.51470000,"Transiting Exoplanet Survey Satellite (TESS)"
"HD 110067 d","HD 110067",0.02680692,0.01041442,-0.01022564,"Mass",32.15850000,"Multiple Observatories"
"Kepler-1514 c","Kepler-1514",0.00546000,,,"M-R relationship",397.29200000,"Kepler"
"Kepler-68 e","Kepler-68",0.27200000,0.03200000,-0.03200000,"Msini",144.16600000,"Roque de los Muchachos Observatory"
"TOI-332 b","TOI-332",0.17997133,0.00503416,-0.00503416,"Mass",222.85200000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-880.02","TOI-880",0.01710000,,,"M-R relationship",60.66790000,"Transiting Exoplanet Survey Satellite (TESS)"
"WASP-123 b","WASP-123",0.89900000,0.03600000,-0.03600000,"Mass",197.99600000,"SuperWASP"
"EPIC 246851721 b","EPIC 246851721",3.00000000,1.10000000,-1.20000000,"Mass",372.63200000,"K2"
"HD 80653 b","HD 80653",0.01799713,0.00113269,-0.00110122,"Mass",109.86000000,"K2"
"TOI-6130 b","TOI-6130",1.05000000,0.06000000,-0.06000000,"Mass",220.88200000,"Transiting Exoplanet Survey Satellite (TESS)"
"HD 15337 b","HD 15337",0.02051107,0.00128686,-0.00125854,"Mass",44.81550000,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-396 b","Kepler-396",0.23800000,0.03700000,-0.01800000,"Mass",223.75700000,"Kepler"
"K2-338 b","K2-338",0.00340000,,,"M-R relationship",156.95100000,"K2"
"KMT-2019-BLG-1367L b","KMT-2019-BLG-1367L",0.01283712,0.00811759,-0.00654441,"Mass",4670.00000000,"KMTNet"
"CoRoT-7 b","CoRoT-7",0.01282637,0.00320869,-0.00320869,"Mass",159.90600000,"CoRoT"
"K2-34 b","K2-34",1.69800000,0.06100000,-0.05000000,"Mass",348.64600000,"K2"
"K2-43 c","K2-43",0.02030000,,,"M-R relationship",182.53600000,"K2"
"TOI-1422 c","TOI-1422",0.04404893,0.00943906,-0.00943906,"Mass",155.14100000,"Roque de los Muchachos Observatory"
"TOI-1683.01","TOI-1683",0.02350000,,,"M-R relationship",51.18840000,"Transiting Exoplanet Survey Satellite (TESS)"
"NGTS-25 b","NGTS-25",0.63900000,0.05800000,-0.05200000,"Mass",521.23300000,"Next-Generation Transit Survey (NGTS)"
"HD 34445 f","HD 34445",0.11900000,0.02100000,-0.02100000,"Msini",46.09070000,"Multiple Observatories"
"TOI-5726.01","TOI-5726",0.02220000,,,"M-R relationship",108.84800000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-1260 b","TOI-1260",0.02693277,0.00484538,-0.00484538,"Mass",73.59770000,"Transiting Exoplanet Survey Satellite (TESS)"
"WASP-184 b","WASP-184",0.57000000,0.10000000,-0.10000000,"Mass",663.23100000,"WASP-South"
"TOI-3976 A b","TOI-3976 A",0.17500000,0.03700000,-0.03600000,"Mass",516.08700000,"Transiting Exoplanet Survey Satellite (TESS)"
"HD 156846 b","HD 156846",10.67000000,0.74000000,-0.74000000,"Msini",47.73320000,"La Silla Observatory"
"Kepler-399 c","Kepler-399",0.00829000,,,"M-R relationship",740.53700000,"Kepler"
"Kepler-1802 b","Kepler-1802",0.01080000,,,"M-R relationship",636.69400000,"Kepler"
"TOI-4155 b","TOI-4155",0.03270000,,,"M-R relationship",240.73700000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-431 c","TOI-431",0.00890418,0.00129000,-0.00106976,"Msini",32.56860000,"La Silla Observatory"
"TOI-451 c","TOI-451",0.01164150,0.01006833,-0.00755124,"Mass",123.73900000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-451 d","TOI-451",0.03209279,0.01447322,-0.01415858,"Mass",123.73900000,"Transiting Exoplanet Survey Satellite (TESS)"
"PDS 70 c","PDS 70",7.50000000,4.70000000,-4.20000000,"Mass",113.06400000,"European Southern Observatory"
"WASP-171 b","WASP-171",1.08400000,0.09400000,-0.09400000,"Mass",757.84000000,"WASP-South"
"HATS-42 b","HATS-42",1.88000000,0.15000000,-0.15000000,"Mass",800.37700000,"HATSouth"
"WASP-151 b","WASP-151",0.31600000,0.03100000,-0.03100000,"Mass",453.09900000,"SuperWASP-South"
"HD 63433 d","HD 63433",0.00394000,,,"M-R relationship",22.40350000,"Transiting Exoplanet Survey Satellite (TESS)"
"HD 35843 b","HD 35843",0.01837469,0.00264294,-0.00264294,"Msini",69.60260000,"Paranal Observatory"
"WASP-130 b","WASP-130",1.23000000,0.04000000,-0.04000000,"Mass",172.25600000,"SuperWASP-South"
"Kepler-1099 b","Kepler-1099",0.02640000,,,"M-R relationship",1022.80000000,"Kepler"
"Kepler-289 b","Kepler-289",0.01164150,0.01192467,-0.00616685,"Mass",704.43800000,"Kepler"
"TOI-277 b","TOI-277",0.02360000,,,"M-R relationship",64.66920000,"Transiting Exoplanet Survey Satellite (TESS)"
"KOI-94 c","KOI-94",0.04900000,0.01800000,-0.04900000,"Mass",477.05200000,"Kepler"
"TOI-2986 b","TOI-2986",0.30400000,0.06700000,-0.08600000,"Mass",563.14900000,"Transiting Exoplanet Survey Satellite (TESS)"
"mu2 Sco b","mu2 Sco",14.40000000,0.80000000,-0.80000000,"Mass",,"Paranal Observatory"
"Kepler-1863 b","Kepler-1863",0.01810000,,,"M-R relationship",865.54600000,"Kepler"
"KMT-2025-BLG-1616L b","KMT-2025-BLG-1616L",0.13315361,0.12780481,-0.06943999,"Mass",7500.00000000,"KMTNet"
"KOINTREAU-1 b","XEST 17-036",10.60000000,2.50000000,-2.30000000,"Mass",158.61800000,"W. M. Keck Observatory"
"WASP-29 b","WASP-29",0.23000000,0.05000000,-0.05000000,"Mass",87.59530000,"SuperWASP"
"HD 221416 b","HD 221416",0.19000000,0.01800000,-0.01800000,"Mass",95.54830000,"Transiting Exoplanet Survey Satellite (TESS)"
"HIP 8152 b","HIP 8152",0.02800253,0.00534880,-0.00534880,"Mass",101.69400000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-3082 b","TOI-3082",0.04090000,,,"M-R relationship",113.04800000,"Transiting Exoplanet Survey Satellite (TESS)"
"XO-2 S b","XO-2 S",0.26000000,0.04000000,-0.04000000,"Msini",151.39800000,"Roque de los Muchachos Observatory"
"Kepler-475 b","Kepler-475",0.02130000,,,"M-R relationship",280.06900000,"Kepler"
"Kepler-1836 b","Kepler-1836",0.02220000,,,"M-R relationship",1472.62000000,"Kepler"
"Kepler-896 c","Kepler-896",0.03170000,,,"M-R relationship",2334.93000000,"Kepler"
"Barnard e","Barnard's star",0.00060725,0.00010383,-0.00010383,"Msini",1.82655000,"Gemini Observatory"
"Kepler-385 b","Kepler-385",0.04000000,0.03600000,-0.02100000,"Mass",1432.61000000,"Kepler"
"EPIC 201238110 b","EPIC 201238110",0.01310000,,,"M-R relationship",159.25900000,"K2"
"Kepler-691 b","Kepler-691",0.01580000,,,"M-R relationship",279.11500000,"Kepler"
"Kepler-20 g","Kepler-20",0.06280087,0.00969072,-0.01135827,"Msini",282.56300000,"Multiple Observatories"
"Kepler-332 b","Kepler-332",0.00537000,,,"M-R relationship",344.19000000,"Kepler"
"Kepler-1041 b","Kepler-1041",0.02820000,,,"M-R relationship",1485.82000000,"Kepler"
"Kepler-1578 b","Kepler-1578",0.00352000,,,"M-R relationship",1064.05000000,"Kepler"
"Kepler-1966 b","Kepler-1966",0.00437000,,,"M-R relationship",484.60100000,"Kepler"
"Kepler-1987 d","Kepler-1987",0.02380000,,,"M-R relationship",595.68300000,"Kepler"
"Kepler-819 b","Kepler-819",0.02530000,,,"M-R relationship",664.30600000,"Kepler"
"Kepler-887 c","Kepler-887",0.00474000,,,"M-R relationship",886.58800000,"Kepler"
"Kepler-306 d","Kepler-306",0.02100000,,,"M-R relationship",775.67900000,"Kepler"
"Kepler-177 c","Kepler-177",0.04625114,0.00849511,-0.00786584,"Mass",1435.44000000,"Kepler"
"Kepler-635 b","Kepler-635",0.02350000,,,"M-R relationship",1141.08000000,"Kepler"
"Kepler-1083 b","Kepler-1083",0.03540000,,,"M-R relationship",902.63300000,"Kepler"
"Kepler-79 d","Kepler-79",0.01900000,0.00660000,-0.00500000,"Mass",1020.72000000,"Kepler"
"Kepler-195 c","Kepler-195",0.00951000,,,"M-R relationship",652.05100000,"Kepler"
"Kepler-1661 b","Kepler-1661",0.05348771,0.03775603,-0.03775603,"Mass",410.60700000,"Kepler"
"HATS-25 b","HATS-25",0.61300000,0.04200000,-0.04200000,"Mass",471.15800000,"HATSouth"
"TOI-836 b","TOI-836",0.01425297,0.00289464,-0.00270586,"Mass",27.50240000,"Transiting Exoplanet Survey Satellite (TESS)"
"Proxima Cen b","Proxima Cen",0.00331940,0.00017305,-0.00017305,"Msini",1.30119000,"European Southern Observatory"
"K2-413 b","K2-413",0.00114000,,,"M-R relationship",285.16200000,"K2"
"Kepler-212 b","Kepler-212",0.00416000,,,"M-R relationship",687.19400000,"Kepler"
"Kepler-195 b","Kepler-195",0.01500000,,,"M-R relationship",652.05100000,"Kepler"
"K2-83 c","K2-83",0.00882000,,,"M-R relationship",125.52900000,"K2"
"Kepler-24 d","Kepler-24",0.92489845,,,"Mass",1156.81000000,"Kepler"
"Kepler-15 b","Kepler-15",0.66000000,0.08000000,-0.09000000,"Mass",739.41200000,"Kepler"
"Kepler-83 d","Kepler-83",0.01290004,0.00880979,-0.00409026,"Mass",400.40900000,"Kepler"
"Kepler-143 c","Kepler-143",0.03550000,,,"M-R relationship",809.46700000,"Kepler"
"Kepler-1116 b","Kepler-1116",0.02200000,,,"M-R relationship",1008.57000000,"Kepler"
"HD 141399 d","HD 141399",1.18000000,0.08000000,-0.08000000,"Msini",37.01690000,"Multiple Observatories"
"NGTS-17 b","NGTS-17",0.76400000,0.19500000,-0.16400000,"Mass",1040.28000000,"Next-Generation Transit Survey (NGTS)"
"Kepler-159 c","Kepler-159",0.03630000,,,"M-R relationship",373.74400000,"Kepler"
"HIP 67851 b","HIP 67851",1.15000000,0.04000000,-0.04000000,"Msini",64.11810000,"Multiple Observatories"
"Kepler-54 d","Kepler-54",0.03805387,,,"Mass",271.70100000,"Kepler"
"YZ Cet d","YZ Cet",0.00342952,0.00037756,-0.00037756,"Msini",3.71207000,"La Silla Observatory"
"Kepler-1608 b","Kepler-1608",0.01150000,,,"M-R relationship",832.00000000,"Kepler"
"Kepler-152 b","Kepler-152",0.02580000,,,"M-R relationship",441.09000000,"Kepler"
"HD 125612 b","HD 125612",2.97400000,0.24500000,-0.25800000,"Msini",57.62070000,"W. M. Keck Observatory"
"Kepler-1641 c","Kepler-1641",0.02830000,,,"M-R relationship",860.37000000,"Kepler"
"K2-45 b","K2-45",0.11400000,,,"M-R relationship",495.31700000,"K2"
"HD 68475 b","HD 68475",5.16000000,0.53000000,-0.47000000,"Mass",33.42970000,"Las Campanas Observatory"
"TrES-3 b","TrES-3",1.91000000,0.07500000,-0.08000000,"Mass",231.33700000,"TrES"
"Kepler-968 c","Kepler-968",0.01100000,,,"M-R relationship",290.32400000,"Kepler"
"HD 165131 b","HD 165131",18.70000000,1.40000000,-1.00000000,"Mass",57.42630000,"Multiple Facilities"
"WASP-105 b","WASP-105",1.80000000,0.10000000,-0.10000000,"Mass",169.27200000,"SuperWASP-South"
"WASP-91 b","WASP-91",1.34000000,0.08000000,-0.08000000,"Mass",149.94200000,"SuperWASP-South"
"G 268-110 b","G 268-110",0.00478245,0.00078659,-0.00078659,"Msini",,"Calar Alto Observatory"
"Kepler-1463 b","Kepler-1463",0.01300000,,,"M-R relationship",1687.47000000,"Kepler"
"Kepler-712 c","Kepler-712",0.06590000,,,"M-R relationship",872.49300000,"Kepler"
"Kepler-1948 b","Kepler-1948",0.00343000,,,"M-R relationship",193.90300000,"Kepler"
"Kepler-146 c","Kepler-146",0.03130000,,,"M-R relationship",716.79700000,"Kepler"
"Kepler-711 b","Kepler-711",0.03630000,,,"M-R relationship",624.57500000,"Kepler"
"Kepler-1080 b","Kepler-1080",0.03390000,,,"M-R relationship",1382.82000000,"Kepler"
"WASP-113 b","WASP-113",0.47500000,0.05400000,-0.05200000,"Mass",435.15600000,"SuperWASP-North"
"Kepler-248 c","Kepler-248",0.04900000,,,"M-R relationship",738.79200000,"Kepler"
"HD 133131 A c","HD 133131 A",0.42000000,0.15000000,-0.15000000,"Msini",51.47360000,"Las Campanas Observatory"
"Kepler-1319 b","Kepler-1319",0.00742000,,,"M-R relationship",103.91700000,"Kepler"
"Kepler-678 b","Kepler-678",0.07280000,,,"M-R relationship",1826.15000000,"Kepler"
"Kepler-1535 b","Kepler-1535",0.02210000,,,"M-R relationship",897.73300000,"Kepler"
"Kepler-39 b","Kepler-39",20.10000000,1.30000000,-1.30000000,"Mass",1057.41000000,"Kepler"
"Kepler-1532 b","Kepler-1532",0.00752000,,,"M-R relationship",798.24600000,"Kepler"
"Kepler-808 b","Kepler-808",0.00859000,,,"M-R relationship",321.00000000,"Kepler"
"KELT-10 b","KELT-10",0.67900000,0.03900000,-0.03800000,"Mass",188.40400000,"KELT-South"
"WASP-119 b","WASP-119",1.23000000,0.08000000,-0.08000000,"Mass",302.44800000,"SuperWASP-South"
"WASP-69 b","WASP-69",0.26000000,0.02000000,-0.02000000,"Mass",49.96050000,"SuperWASP"
"WASP-94 A b","WASP-94 A",0.50000000,0.13000000,-0.13000000,"Mass",211.21100000,"SuperWASP"
"TOI-682.01","TOI-682",0.04240000,,,"M-R relationship",83.15480000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-7384 b","TOI-7384",0.03900000,,,"M-R relationship",66.79020000,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-335 c","Kepler-335",0.03030000,,,"M-R relationship",1278.97000000,"Kepler"
"TOI-1453 b","TOI-1453",0.00729954,,,"Mass",78.74150000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-2141 b","TOI-2141",0.06324167,0.00503416,-0.00471953,"Mass",77.68200000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-763 b","TOI-763",0.03080263,0.00245414,-0.00245414,"Mass",95.12740000,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-94 c","Kepler-94",9.83600000,0.62900000,-0.62900000,"Mass",191.90400000,"W. M. Keck Observatory"
"GJ 1132 b","GJ 1132",0.00578000,0.00060000,-0.00059000,"Mass",12.61300000,"Cerro Tololo Inter-American Observatory"
"Kepler-966 b","Kepler-966",0.05020000,,,"M-R relationship",1027.80000000,"Kepler"
"EPIC 220492298 b","EPIC 220492298",0.00295000,,,"M-R relationship",624.51200000,"K2"
"HATS-28 b","HATS-28",0.67200000,0.08700000,-0.08700000,"Mass",535.38300000,"HATSouth"
"HATS-29 b","HATS-29",0.65300000,0.06300000,-0.06300000,"Mass",353.89100000,"HATSouth"
"WASP-54 b","WASP-54",0.59000000,0.14000000,-0.14000000,"Mass",251.30300000,"SuperWASP"
"HD 63935 b","HD 63935",0.03303669,0.00503416,-0.00471953,"Mass",48.97390000,"Transiting Exoplanet Survey Satellite (TESS)"
"WASP-149 b","WASP-149",0.99100000,0.19600000,-0.19600000,"Mass",211.73000000,"SuperWASP"
"K2-403 b","K2-403",0.07750000,,,"M-R relationship",246.59900000,"K2"
"Kepler-260 c","Kepler-260",0.01160000,,,"M-R relationship",627.36500000,"Kepler"
"Kepler-140 c","Kepler-140",0.01230000,,,"M-R relationship",583.85900000,"Kepler"
"HATS-15 b","HATS-15",2.17000000,0.15000000,-0.15000000,"Mass",1139.55000000,"HATSouth"
"TOI-2128 b","TOI-2128",0.01415858,0.00629270,-0.00629270,"Mass",36.57800000,"Transiting Exoplanet Survey Satellite (TESS)"
"MASCARA-1 b","MASCARA-1",3.70000000,0.90000000,-0.90000000,"Mass",182.27300000,"Multiple Observatories"
"Kepler-14 b","Kepler-14",8.40000000,0.35000000,-0.34000000,"Mass",798.00000000,"Kepler"
"K2-24 c","K2-24",0.04845358,0.00597804,-0.00566340,"Mass",170.56200000,"K2"
"WASP-129 b","WASP-129",1.00000000,0.10000000,-0.10000000,"Mass",301.46200000,"SuperWASP-South"
"WASP-124 b","WASP-124",0.60000000,0.07000000,-0.07000000,"Mass",448.63700000,"SuperWASP-South"
"HATS-23 b","HATS-23",1.47000000,0.07200000,-0.07200000,"Mass",639.00400000,"HATSouth"
"Kepler-941 b","Kepler-941",0.03050000,,,"M-R relationship",1088.36000000,"Kepler"
"Kepler-85 c","Kepler-85",0.00676466,0.00229684,-0.00179342,"Mass",765.02500000,"Kepler"
"Kepler-734 b","Kepler-734",0.03900000,,,"M-R relationship",1157.21000000,"Kepler"
"GJ 2030 b","GJ 2030",0.01500000,0.00200000,-0.00200000,"Msini",37.07880000,"Multiple Observatories"
"KELT-9 b","KELT-9",2.88000000,0.84000000,-0.84000000,"Mass",204.45500000,"KELT-North"
"NGTS-1 b","NGTS-1",0.81200000,0.06600000,-0.07500000,"Mass",218.12100000,"Next-Generation Transit Survey (NGTS)"
"K2-157 d","K2-157",0.07320000,0.00770000,-0.00770000,"Msini",298.37300000,"Paranal Observatory"
"Kepler-599 b","Kepler-599",0.02660000,,,"M-R relationship",558.51700000,"Kepler"
"HATS-52 b","HATS-52",2.24000000,0.15000000,-0.15000000,"Mass",555.13400000,"HATSouth"
"HATS-53 b","HATS-53",0.59500000,0.08900000,-0.08900000,"Mass",585.77000000,"HATSouth"
"WASP-139 b","WASP-139",0.11700000,0.01700000,-0.01700000,"Mass",212.47200000,"SuperWASP-South"
"WASP-142 b","WASP-142",0.84000000,0.09000000,-0.09000000,"Mass",730.93300000,"SuperWASP-South"
"Kepler-1203 b","Kepler-1203",0.00377000,,,"M-R relationship",317.02200000,"Kepler"
"55 Cnc b","55 Cnc",0.83060000,0.00330000,-0.00330000,"Mass",12.58550000,"Lick Observatory"
"47 UMa c","47 UMa",0.54000000,0.06600000,-0.07300000,"Msini",13.79670000,"Lick Observatory"
